company,committer.login,num_org_commits,num_orgs,num_repos
Amazon.com,ajot,2,4,50
Amazon.com,akiyano,1,4,50
Amazon.com,almann,6,4,50
Amazon.com,andrewlewis,15,4,50
Amazon.com,ask-sdk,1,4,50
Amazon.com,awood45,2,4,50
Amazon.com,awstools,23,4,50
Amazon.com,baldwinmatt,5,4,50
Amazon.com,breedloj,3,4,50
Amazon.com,btmash,1,4,50
Amazon.com,cbommas,1,4,50
Amazon.com,chrisradek,1,4,50
Amazon.com,cjyclaire,2,4,50
Amazon.com,ekandrotA9,5,4,50
Amazon.com,fenxiong,1,4,50
Amazon.com,franklin-lobb,14,4,50
Amazon.com,frozenberg,1,4,50
Amazon.com,fukajun,1,4,50
Amazon.com,haikuoliu,3,4,50
Amazon.com,jahkeup,5,4,50
Amazon.com,JakeMKelly,5,4,50
Amazon.com,jasdel,2,4,50
Amazon.com,joguSD,2,4,50
Amazon.com,kstich,1,4,50
Amazon.com,kvasukib,1,4,50
Amazon.com,lukeseawalker,1,4,50
Amazon.com,mattsb42-aws,1,4,50
Amazon.com,MicheleBeargroup,2,4,50
Amazon.com,mikemaas-amazon,1,4,50
Amazon.com,minbi,8,4,50
Amazon.com,mingma7,1,4,50
Amazon.com,normj,8,4,50
Amazon.com,petderek,1,4,50
Amazon.com,pfifer,3,4,50
Amazon.com,phillipberndt,1,4,50
Amazon.com,richardpen,5,4,50
Amazon.com,robm26,1,4,50
Amazon.com,rohkat-aws,19,4,50
Amazon.com,sahilpalvia,1,4,50
Amazon.com,SalusaSecondus,1,4,50
Amazon.com,sarah-johnson,4,4,50
Amazon.com,sayalee,2,4,50
Amazon.com,schroffd,3,4,50
Amazon.com,sean-smith,12,4,50
Amazon.com,sharanyad,1,4,50
Amazon.com,spati2,2,4,50
Amazon.com,sstevenkang,19,4,50
Amazon.com,stealthycoin,1,4,50
Amazon.com,steveataws,1,4,50
Amazon.com,sungolivia,2,4,50
Amazon.com,tgregg,1,4,50
Amazon.com,tianrenz,6,4,50
Amazon.com,web-flow,120,4,50
Amazon.com,wfus,3,4,50
Amazon.com,NA,128,4,50
Apple,aciidb0mb3r,23,1,12
Apple,adrian-prantl,5,1,12
Apple,alblue,1,1,12
Apple,AnthonyLatsis,1,1,12
Apple,atrick,1,1,12
Apple,bcardosolopes,1,1,12
Apple,BenchR267,1,1,12
Apple,benrimmington,2,1,12
Apple,chandlerc,10,1,12
Apple,cheshire,6,1,12
Apple,CodaFi,1,1,12
Apple,compnerd,1,1,12
Apple,dcci,4,1,12
Apple,dmbryson,8,1,12
Apple,DougGregor,4,1,12
Apple,eeckstein,1,1,12
Apple,gottesmm,5,1,12
Apple,hansmi,1,1,12
Apple,hyp,1,1,12
Apple,jakepetroules,16,1,12
Apple,JDevlieghere,1,1,12
Apple,jfbastien,1,1,12
Apple,jimingham,1,1,12
Apple,kubamracek,1,1,12
Apple,lattner,3,1,12
Apple,michaelrsweet,6,1,12
Apple,nkcsgexi,1,1,12
Apple,ornata,2,1,12
Apple,parkera,1,1,12
Apple,repzret,1,1,12
Apple,rintaro,2,1,12
Apple,rudkx,1,1,12
Apple,shajrawi,1,1,12
Apple,speachy,1,1,12
Apple,spevans,15,1,12
Apple,swift-ci,25,1,12
Apple,tkremenek,7,1,12
Apple,TNorthover,1,1,12
Apple,topperc,1,1,12
Apple,tstellar,9,1,12
Apple,vedantk,2,1,12
Apple,vsapsai,2,1,12
Apple,web-flow,65,1,12
Apple,xedin,1,1,12
Apple,ZolotukhinM,1,1,12
Apple,NA,9,1,12
Baidu,Dafrok,2,5,16
Baidu,dagamayank,1,5,16
Baidu,dingelish,3,5,16
Baidu,dmudiger,1,5,16
Baidu,errorrik,41,5,16
Baidu,flyhighzy,5,5,16
Baidu,iMuduo,4,5,16
Baidu,jhunters,2,5,16
Baidu,LeuisKen,2,5,16
Baidu,loatheb,1,5,16
Baidu,luyuan,29,5,16
Baidu,lvgreenTian,3,5,16
Baidu,meteorasd555,2,5,16
Baidu,Ovilia,2,5,16
Baidu,sharannarang,3,5,16
Baidu,web-flow,12,5,16
Baidu,zhangtao07,1,5,16
Baidu,NA,7,5,16
Cisco,gilesheron,3,2,7
Cisco,linuxwolf,2,2,7
Cisco,mikewiebe,4,2,7
Cisco,mstorsjo,2,2,7
Cisco,pabuhler,3,2,7
Cisco,sijchen,1,2,7
Cisco,strfry,1,2,7
Cisco,web-flow,17,2,7
Cisco,NA,1,2,7
Facebook,acdlite,4,1,15
Facebook,facebook-github-bot,171,1,15
Facebook,flarnie,1,1,15
Facebook,gaearon,4,1,15
Facebook,gfosco,1,1,15
Facebook,hhvm-bot,30,1,15
Facebook,jingping2015,2,1,15
Facebook,nlutsenko,1,1,15
Facebook,PaulTaykalo,1,1,15
Facebook,web-flow,24,1,15
Facebook,NA,2,1,15
Google,artygus,1,3,8
Google,bshaffer,4,3,8
Google,fhinkel,2,3,8
Google,googleapis-publisher,26,3,8
Google,houglum,7,3,8
Google,mfschwartz,1,3,8
Google,nlativy,1,3,8
Google,ronshapiro,43,3,8
Google,ryanmats,1,3,8
Google,web-flow,3,3,8
Huawei,blueliuyun,3,3,13
Huawei,cjj0144,1,3,13
Huawei,edisonxiang,7,3,13
Huawei,freesky-edward,3,3,13
Huawei,iDiy,2,3,13
Huawei,LiteIOT,3,3,13
Huawei,modular-magician,2,3,13
Huawei,niuzhenguo,2,3,13
Huawei,rambleraptor,16,3,13
Huawei,Savasw,4,3,13
Huawei,solin319,1,3,13
Huawei,Supowang08,3,3,13
Huawei,SuYai,2,3,13
Huawei,tenji,1,3,13
Huawei,tmx1991,4,3,13
Huawei,twowinter,2,3,13
Huawei,web-flow,120,3,13
Huawei,youxiaobo,1,3,13
Huawei,zengchen1024,2,3,13
Huawei,NA,4,3,13
IBM,abdonrd,9,7,24
IBM,anweshan,12,7,24
IBM,dpopp07,2,7,24
IBM,emmajdaws,10,7,24
IBM,germanattanasio,12,7,24
IBM,jerry1100,3,7,24
IBM,jesusprubio,11,7,24
IBM,komedani,1,7,24
IBM,lpatino10,5,7,24
IBM,srl295,2,7,24
IBM,stevemart,6,7,24
IBM,vpham16,2,7,24
IBM,web-flow,101,7,24
IBM,NA,5,7,24
Intel,adrian-wang,7,3,9
Intel,ahkok,3,3,9
Intel,bbian,1,3,9
Intel,carsonwang,1,3,9
Intel,ColinIanKing,2,3,9
Intel,ehsantn,30,3,9
Intel,gczsjdy,2,3,9
Intel,linhong-intel,4,3,9
Intel,littlezhou,5,3,9
Intel,qiyuangong,2,3,9
Intel,spandruvada,5,3,9
Intel,uartie,1,3,9
Intel,web-flow,35,3,9
Intel,xhaihao,16,3,9
Intel,xuguangxin,9,3,9
Intel,NA,2,3,9
Microsoft,ajaybhargavb,3,4,49
Microsoft,ajcvickers,5,4,49
Microsoft,amarzavery,1,4,49
Microsoft,AndriySvyryd,7,4,49
Microsoft,anpete,4,4,49
Microsoft,aspnetci,102,4,49
Microsoft,bergmeister,2,4,49
Microsoft,bgelens,1,4,49
Microsoft,boumenot,7,4,49
Microsoft,bricelam,6,4,49
Microsoft,bulentelmaci,4,4,49
Microsoft,daschult,6,4,49
Microsoft,dougbu,1,4,49
Microsoft,erezvani1529,8,4,49
Microsoft,finiteattractor,1,4,49
Microsoft,frankycrm14,7,4,49
Microsoft,HaoK,2,4,49
Microsoft,hglkrijger,1,4,49
Microsoft,hyonholee,1,4,49
Microsoft,JamesWTruher,6,4,49
Microsoft,jaredmoo,3,4,49
Microsoft,jianghaolu,4,4,49
Microsoft,jkotalik,1,4,49
Microsoft,johlju,17,4,49
Microsoft,JunTaoLuo,6,4,49
Microsoft,katmsft,7,4,49
Microsoft,kichalla,6,4,49
Microsoft,kwirkykat,13,4,49
Microsoft,lmazuel,21,4,49
Microsoft,maumar,7,4,49
Microsoft,milismsft,1,4,49
Microsoft,natemcmaster,44,4,49
Microsoft,NTaylorMullen,12,4,49
Microsoft,pakrym,1,4,49
Microsoft,PlagueHO,18,4,49
Microsoft,pmiddleton,1,4,49
Microsoft,pranavkm,18,4,49
Microsoft,rajshah11,2,4,49
Microsoft,rickle-msft,3,4,49
Microsoft,RikkiGibson,1,4,49
Microsoft,ryanbrandenburg,20,4,49
Microsoft,rynowak,10,4,49
Microsoft,sanbhatt,5,4,49
Microsoft,sarangan12,2,4,49
Microsoft,shahabhijeet,2,4,49
Microsoft,smitpatel,3,4,49
Microsoft,Tratcher,7,4,49
Microsoft,vinjiang,1,4,49
Microsoft,web-flow,106,4,49
Microsoft,weltling,13,4,49
Microsoft,NA,19,4,49
NVIDIA,aaronp24,5,3,13
NVIDIA,chrschorn,1,3,13
NVIDIA,kyaoNV,22,3,13
NVIDIA,larsbishop,1,3,13
NVIDIA,mingyuliutw,4,3,13
NVIDIA,nbenty,8,3,13
NVIDIA,pixar-oss,25,3,13
NVIDIA,tmbdev,11,3,13
NVIDIA,web-flow,3,3,13
NVIDIA,xunhuang1995,2,3,13
NVIDIA,NA,5,3,13
Oracle,cjbj,22,1,6
Oracle,Djelibeybi,5,1,6
Oracle,doxiao,7,1,6
Oracle,gvenzl,1,1,6
Oracle,idodeclare,1,1,6
Oracle,malibuworkcrew,2,1,6
Oracle,mjwallin1,1,1,6
Oracle,Orviss,1,1,6
Oracle,rosemarymarano,11,1,6
Oracle,vladak,15,1,6
Oracle,web-flow,24,1,6
Pivotal,albertoleal,5,1,13
Pivotal,animatedmax,10,1,13
Pivotal,apps-manager,3,1,13
Pivotal,bentarnoff,13,1,13
Pivotal,blgm,7,1,13
Pivotal,cf-london,2,1,13
Pivotal,cf-meganmoore,2,1,13
Pivotal,cshollingsworth,10,1,13
Pivotal,dlresende,2,1,13
Pivotal,dyozie,1,1,13
Pivotal,edwardecook,4,1,13
Pivotal,flangewad,9,1,13
Pivotal,georgeharley,2,1,13
Pivotal,ghanna2017,11,1,13
Pivotal,jacknewberry,3,1,13
Pivotal,jberney,2,1,13
Pivotal,jncd,14,1,13
Pivotal,kdolor-pivotal,1,1,13
Pivotal,kirederik,1,1,13
Pivotal,mingxiao,10,1,13
Pivotal,mkowalski,1,1,13
Pivotal,mlimonczenko,14,1,13
Pivotal,mrosecrance,1,1,13
Pivotal,ojhughes,2,1,13
Pivotal,parth-pandit,1,1,13
Pivotal,Pivotal-Christopher-Wong,2,1,13
Pivotal,pspinrad,2,1,13
Pivotal,reid47,10,1,13
Pivotal,seviet,1,1,13
Pivotal,snneji,9,1,13
Pivotal,spring-buildmaster,1,1,13
Pivotal,StevenLocke,5,1,13
Pivotal,terminatingcode,1,1,13
Pivotal,vikafed,1,1,13
Pivotal,web-flow,31,1,13
Pivotal,NA,3,1,13
Redhat,fbricon,12,2,15
Redhat,fche,1,2,15
Redhat,gorkem,1,2,15
Redhat,ibuziuk,16,2,15
Redhat,Katka92,8,2,15
Redhat,l0rd,2,2,15
Redhat,LightGuard,20,2,15
Redhat,oybed,2,2,15
Redhat,pmkovar,1,2,15
Redhat,rhopp,14,2,15
Redhat,ScrewTSW,2,2,15
Redhat,sgayou,1,2,15
Redhat,sherl0cks,1,2,15
Redhat,springdo,21,2,15
Redhat,tdbeattie,1,2,15
Redhat,Tompage1994,2,2,15
Redhat,web-flow,26,2,15
Redhat,xsuchy,2,2,15
Redhat,NA,3,2,15
Samsung,gombos,30,1,3
Samsung,liaxim,18,1,3
